epoch,times,loss,accuracy
0,5.981449604034424,0.8976142112212845,67.36
1,11.80126428604126,0.8440142934080921,69.14
2,17.624337434768677,0.814875670248949,70.24000000000001
3,23.63469910621643,0.7919462655164018,71.14
4,29.69326949119568,0.7718500800525085,71.84
5,35.50164771080017,0.7569784009003941,72.25
6,41.38598322868347,0.744918384129488,72.7
7,47.16013979911804,0.7349212561981587,73.11
8,53.17047905921936,0.7259539192235922,73.42999999999999
9,59.24187111854553,0.7182953568953502,73.76
10,65.26869559288025,0.7115953704224357,74.00999999999999
11,71.24122929573059,0.7058577307417423,74.33999999999999
12,77.09499597549438,0.7004280222367637,74.62
13,83.08248043060303,0.6958693552620804,74.74
14,88.88534498214722,0.691350413651406,74.92
15,94.67838048934937,0.687218568370312,75.06
16,100.6506085395813,0.6832914039303984,75.21
17,106.65283203125,0.6801197600515583,75.3
18,112.62438797950745,0.6761675529842135,75.35
19,118.61187028884888,0.6730568442918077,75.48
20,124.5163049697876,0.6703863019430185,75.56
21,130.5793445110321,0.6674745324291761,75.64999999999999
22,136.4461121559143,0.6647594137282311,75.74
23,142.34314823150635,0.6624183054966263,75.8
24,148.33982944488525,0.6600506467909752,75.86
25,154.2985942363739,0.6578721796409993,75.9
26,160.59764194488525,0.6556230451487288,76.02
27,166.51561760902405,0.6536845734602288,76.03999999999999
28,172.49241065979004,0.6517777869218513,76.14999999999999
29,178.50608444213867,0.6498728436005267,76.21
30,184.42498993873596,0.6482086871998219,76.23
31,190.34802222251892,0.6465128045293349,76.27000000000001
32,196.0661370754242,0.6448427695262281,76.28
33,202.03836131095886,0.6431205306626573,76.4
34,207.78816556930542,0.6415623592424996,76.44
35,213.7710521221161,0.6396799826923805,76.37
36,219.82746648788452,0.6383432576173469,76.44999999999999
37,225.73809790611267,0.6369862413104577,76.5
38,231.7548589706421,0.6355961048150365,76.51
39,237.60272121429443,0.6343338972405542,76.57000000000001
40,243.36499691009521,0.633118032277385,76.62
41,249.3198823928833,0.6319530791119684,76.66
42,255.1987202167511,0.6305582059335105,76.73
43,261.0105311870575,0.6293858029419863,76.78
44,266.9506390094757,0.6276991227759591,76.86
45,272.71410155296326,0.6264826421496235,76.92999999999999
46,278.61575150489807,0.6253274781039998,76.88000000000001
47,284.60416412353516,0.6240557677383665,76.9
48,290.5863342285156,0.6224920202659655,76.98
49,296.5744295120239,0.621463342180735,77.02
50,302.6549029350281,0.6205894188790382,77.13
51,308.7588589191437,0.619655810579469,77.28
52,314.6960668563843,0.619355719300765,77.31
53,320.5535295009613,0.618261190532129,77.33
54,327.17301654815674,0.617351848113386,77.36
55,333.5175766944885,0.6169218609604654,77.36
56,340.2401807308197,0.6161277441284324,77.4
57,347.21629452705383,0.6154035137423987,77.4
58,355.4800798892975,0.6147255988060674,77.5
59,363.83772897720337,0.6140907146508181,77.51
